example_id                                                         | status  | run_time        |
------------------------------------------------------------------ | ------- | --------------- |
./spec/decorators/abstract_web_object_decorator_spec.rb[1:1:1]     | passed  | 0.06439 seconds |
./spec/decorators/analyzable/inventory_decorator_spec.rb[1:1:1:1]  | passed  | 0.02586 seconds |
./spec/decorators/analyzable/inventory_decorator_spec.rb[1:1:2:1]  | passed  | 0.00229 seconds |
./spec/decorators/analyzable/inventory_decorator_spec.rb[1:1:3:1]  | passed  | 0.00199 seconds |
./spec/decorators/analyzable/transaction_decorator_spec.rb[1:1]    | pending | 0.00002 seconds |
./spec/decorators/user_decorator_spec.rb[1:1:1:1]                  | passed  | 0.02866 seconds |
./spec/decorators/user_decorator_spec.rb[1:1:2:1]                  | passed  | 0.00876 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:1]        | passed  | 5.48 seconds    |
./spec/features/admin/inventory_management_spec.rb[1:1:1:2]        | passed  | 0.19475 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:3]        | passed  | 0.21205 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:4]        | passed  | 0.23723 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:5]        | passed  | 0.21277 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:6]        | passed  | 0.50893 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:7]        | passed  | 0.20208 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:8]        | passed  | 0.20828 seconds |
./spec/features/admin/inventory_management_spec.rb[1:1:1:9]        | passed  | 0.19043 seconds |
./spec/models/abstract_web_object_spec.rb[1:1]                     | passed  | 0.00102 seconds |
./spec/models/abstract_web_object_spec.rb[1:2]                     | passed  | 0.0025 seconds  |
./spec/models/abstract_web_object_spec.rb[1:3]                     | passed  | 0.00168 seconds |
./spec/models/abstract_web_object_spec.rb[1:4]                     | passed  | 0.00139 seconds |
./spec/models/abstract_web_object_spec.rb[1:5]                     | passed  | 0.0059 seconds  |
./spec/models/abstract_web_object_spec.rb[1:6]                     | passed  | 0.00683 seconds |
./spec/models/abstract_web_object_spec.rb[1:7]                     | passed  | 0.03367 seconds |
./spec/models/analyzable/detection_spec.rb[1:1]                    | passed  | 0.01984 seconds |
./spec/models/analyzable/detection_spec.rb[1:2]                    | passed  | 0.00609 seconds |
./spec/models/analyzable/inventory_spec.rb[1:1]                    | passed  | 0.00101 seconds |
./spec/models/analyzable/inventory_spec.rb[1:2]                    | passed  | 0.00406 seconds |
./spec/models/analyzable/inventory_spec.rb[1:3]                    | passed  | 0.00154 seconds |
./spec/models/analyzable/inventory_spec.rb[1:4]                    | passed  | 0.00077 seconds |
./spec/models/analyzable/inventory_spec.rb[1:5]                    | passed  | 0.00076 seconds |
./spec/models/analyzable/inventory_spec.rb[1:6]                    | passed  | 0.00891 seconds |
./spec/models/analyzable/inventory_spec.rb[1:7:1:1]                | passed  | 0.0362 seconds  |
./spec/models/analyzable/inventory_spec.rb[1:7:1:2]                | passed  | 0.03112 seconds |
./spec/models/analyzable/inventory_spec.rb[1:7:2:1]                | passed  | 0.03139 seconds |
./spec/models/analyzable/inventory_spec.rb[1:7:2:2]                | passed  | 0.03317 seconds |
./spec/models/analyzable/inventory_spec.rb[1:7:3:1]                | passed  | 0.03383 seconds |
